Code Etb,Etablissement,Code Fil,Filiere,Min1,Min2,Min3
U26,C. UNIV. EL BAYADH,I03LAL01,INFORMATION ET COMMUNICATION DE LA SANTE,10.00,,
U26,C. UNIV. EL BAYADH,I10LAL01,SOCIOLOGIE DE LOISIR ET DU VOYAGE,10.09,,
U26,C. UNIV. EL BAYADH,I17LAL02,SCIENCES HUMAINES,10.02,10.31,
U26,C. UNIV. EL BAYADH,I19LAL03,SCIENCES SOCIALES,10.00,10.03,
U26,C. UNIV. EL BAYADH,J00LAL01,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,12.44,,
U26,C. UNIV. EL BAYADH,L00LAL03,LANGUE ET LITTERATURE ARABES,10.00,10.00,
C41,C. UNIV ILLIZI,C01LAL01,INFORMATIQUE,10.18,10.36,
C41,C. UNIV ILLIZI,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.00,10.19,10.15
C41,C. UNIV ILLIZI,G02LAL03,DROIT,10.00,10.15,--
C41,C. UNIV ILLIZI,H06LAL02,LANGUE ANGLAISE,11.63,11.31,11.12
C41,C. UNIV ILLIZI,I19LAL03,SCIENCES SOCIALES,10.01,--,
E23,UNIV BORDJ BOU ARRERIDJ,A00LAL04,SCIENCES ET TECHNOLOGIES,10.00,,
E23,UNIV BORDJ BOU ARRERIDJ,A05TCL01,GENIE CIVIL,10.97,,
E23,UNIV BORDJ BOU ARRERIDJ,A07LAN01,ELECTROMECANIQUE (ELECTROMECANIQUE D AUTOMOBILE),13.71,,
E23,UNIV BORDJ BOU ARRERIDJ,A08TCL01,GENIE DES PROCEDES,10.14,,
E23,UNIV BORDJ BOU ARRERIDJ,A16TCL01,ELECTROTECHNIQUE,10.25,,
E23,UNIV BORDJ BOU ARRERIDJ,A17IAN01,ELECTRONIQUE,13.50,,
E23,UNIV BORDJ BOU ARRERIDJ,A17LAN02,ELECTRONIQUE (SYSTEME ELECTRONIQUE AUTOMOBILE),13.41,,
E23,UNIV BORDJ BOU ARRERIDJ,A19TCL01,GENIE MECANIQUE,10.80,,
E23,UNIV BORDJ BOU ARRERIDJ,B00LAL02,SCIENCES DE LA MATIERE,10.00,,
E23,UNIV BORDJ BOU ARRERIDJ,C01LAL03,INFORMATIQUE,11.55,11.80,
E23,UNIV BORDJ BOU ARRERIDJ,C01TCL01,INFORMATIQUE,11.14,12.00,
E23,UNIV BORDJ BOU ARRERIDJ,C02LAL03,MATHEMATIQUES,10.66,10.00,
E23,UNIV BORDJ BOU ARRERIDJ,D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,11.33,13.02,
E23,UNIV BORDJ BOU ARRERIDJ,D03TCL01,SCIENCES AGRONOMIQUES,10.00,10.33,
E23,UNIV BORDJ BOU ARRERIDJ,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.00,11.05,12.46
E23,UNIV BORDJ BOU ARRERIDJ,G02LAL02,DROIT,10.00,10.00,10.17
E23,UNIV BORDJ BOU ARRERIDJ,H01LAL02,LANGUE FRANCAISE,11.00,11.07,11.00
E23,UNIV BORDJ BOU ARRERIDJ,H06LAL03,LANGUE ANGLAISE,11.88,12.68,13.55
E23,UNIV BORDJ BOU ARRERIDJ,I17LAL02,SCIENCES HUMAINES,10.00,10.00,
E23,UNIV BORDJ BOU ARRERIDJ,I19LAL02,SCIENCES SOCIALES,10.00,10.00,
E23,UNIV BORDJ BOU ARRERIDJ,I20LAL02,SCIENCES ISLAMIQUES,10.89,11.66,
E23,UNIV BORDJ BOU ARRERIDJ,L00LAL02,LANGUE ET LITTERATURE ARABES,10.00,10.00,
C27,UNIV. BOUMERDES,A00LAL04,SCIENCES ET TECHNOLOGIES,11.64,,
C27,UNIV. BOUMERDES,A02IAN01,AUTOMATIQUE,15.74,,
C27,UNIV. BOUMERDES,A03LAN01,HYDROCARBURES,16.12,,
C27,UNIV. BOUMERDES,A05TCL01,GENIE CIVIL,13.28,,
C27,UNIV. BOUMERDES,A07IAN02,ELECTROMECANIQUE,15.53,,
C27,UNIV. BOUMERDES,A08TCL01,GENIE DES PROCEDES,11.67,,
C27,UNIV. BOUMERDES,A16TCL01,ELECTROTECHNIQUE,12.57,,
C27,UNIV. BOUMERDES,A17LAN01,ELECTRONIQUE (ENSEIGNEMENT EN LANGUE ANGLAISE),16.85,,
C27,UNIV. BOUMERDES,A19LAN01,GENIE MECANIQUE (INGENIERIE DE CONSTRUCTION AUTOMOBILE),14.77,,
C27,UNIV. BOUMERDES,A19TCL01,GENIE MECANIQUE,11.59,,
C27,UNIV. BOUMERDES,B00LAL03,SCIENCES DE LA MATIERE,10.00,,
C27,UNIV. BOUMERDES,C01LAL03,INFORMATIQUE,13.99,14.69,
C27,UNIV. BOUMERDES,C02LAL03,MATHEMATIQUES,10.00,10.00,
C27,UNIV. BOUMERDES,C03FPN01,MATHEMATIQUES APPLIQUEES (FORMATIONS PROFESSIONNALISANTES),11.64,12.12,
C27,UNIV. BOUMERDES,D00LAL04,SCIENCES DE LA NATURE ET DE LA VIE,10.80,11.88,
C27,UNIV. BOUMERDES,D03TCL01,SCIENCES AGRONOMIQUES,10.02,10.00,
C27,UNIV. BOUMERDES,F00LAL04,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.31,11.45,12.60
C27,UNIV. BOUMERDES,G01LAL01,SCIENCES POLITIQUES,10.00,10.00,10.03
C27,UNIV. BOUMERDES,G02LAL01,DROIT,10.00,10.00,10.02
C27,UNIV. BOUMERDES,H01LAL01,LANGUE FRANCAISE,11.00,11.29,12.07
C27,UNIV. BOUMERDES,H06LAL01,LANGUE ANGLAISE,12.60,13.43,14.35
C27,UNIV. BOUMERDES,L00LAL02,LANGUE ET LITTERATURE ARABES,10.33,11.13,
W80,UNIV. BOUMERDES I.S.T.A,A11TPN03,OPTIQUE ET MECANIQUE DE PRECISION (FORMATIONS PROFESSIONNALISANTES),13.71,14.38,
E02,UNIV. EL TARF,A00LAL03,SCIENCES ET TECHNOLOGIES,10.66,,
E02,UNIV. EL TARF,B00LAL02,SCIENCES DE LA MATIERE,10.28,,
E02,UNIV. EL TARF,C01LAL03,INFORMATIQUE,11.21,11.15,
E02,UNIV. EL TARF,C02LAL03,MATHEMATIQUES,10.62,10.00,
E02,UNIV. EL TARF,D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,11.12,11.98,
E02,UNIV. EL TARF,D03TCL01,SCIENCES AGRONOMIQUES,10.10,10.81,
E02,UNIV. EL TARF,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.21,11.37,12.81
E02,UNIV. EL TARF,G02LAL01,DROIT,10.25,10.95,11.70
E02,UNIV. EL TARF,H01LAL03,LANGUE FRANCAISE,11.09,12.46,11.03
E02,UNIV. EL TARF,H06LAL01,LANGUE ANGLAISE,12.13,12.96,13.74
E02,UNIV. EL TARF,I17LAL01,SCIENCES HUMAINES,10.00,10.00,
E02,UNIV. EL TARF,I19LAL02,SCIENCES SOCIALES,10.12,10.90,
E02,UNIV. EL TARF,L00LAL02,LANGUE ET LITTERATURE ARABES,10.00,10.01,
E02,UNIV. EL TARF,P04VAL01,SCIENCES VETERINAIRES,13.30,--,
U27,C. UNIV. TINDOUF,A00LAL05,SCIENCES ET TECHNOLOGIES,10.09,,
U27,C. UNIV. TINDOUF,C01LAL01,INFORMATIQUE,10.01,10.08,
U27,C. UNIV. TINDOUF,E03LAL01,GEOLOGIE,10.75,10.31,
U27,C. UNIV. TINDOUF,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.00,10.00,10.20
U27,C. UNIV. TINDOUF,G02LAL01,DROIT,10.00,11.55,--
U27,C. UNIV. TINDOUF,L00LAL03,LANGUE ET LITTERATURE ARABES,10.00,11.22,
U21,UNIV. TISSEMSILT,A00LAL02,SCIENCES ET TECHNOLOGIES,10.00,,
U21,UNIV. TISSEMSILT,A05TCL01,GENIE CIVIL,11.17,,
U21,UNIV. TISSEMSILT,A19TCL01,GENIE MECANIQUE,10.38,,
U21,UNIV. TISSEMSILT,B00LAL01,SCIENCES DE LA MATIERE,10.00,,
U21,UNIV. TISSEMSILT,C01LAL01,INFORMATIQUE,12.47,12.93,
U21,UNIV. TISSEMSILT,C02LAL01,MATHEMATIQUES,10.93,10.04,
U21,UNIV. TISSEMSILT,D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,10.00,10.63,
U21,UNIV. TISSEMSILT,D03TCL01,SCIENCES AGRONOMIQUES,10.53,11.89,
U21,UNIV. TISSEMSILT,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.00,10.00,10.03
U21,UNIV. TISSEMSILT,G02LAL01,DROIT,10.00,10.00,10.01
U21,UNIV. TISSEMSILT,H01LAL01,LANGUE FRANCAISE,11.08,11.17,11.02
U21,UNIV. TISSEMSILT,H06LAL01,LANGUE ANGLAISE,11.92,12.71,13.57
U21,UNIV. TISSEMSILT,I17LAL01,SCIENCES HUMAINES,10.02,10.22,
U21,UNIV. TISSEMSILT,I19LAL01,SCIENCES SOCIALES,10.00,10.06,
U21,UNIV. TISSEMSILT,J00LAL02,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,11.63,,
U21,UNIV. TISSEMSILT,L00LAL01,LANGUE ET LITTERATURE ARABES,10.00,10.00,
P74,ECOLE NATIONALE SUPERIEURE D AGRICULTURE SAHARIENNE D EL OUED,D00CAN13,FB SP ECOLE NATIONALE SUPERIEURE D AGRICULTURE SAHARIENNE D EL OUED,12.81,13.51,
E25,UNIV EL OUED,A00LAL01,SCIENCES ET TECHNOLOGIES,10.48,,
E25,UNIV EL OUED,A05TCL01,GENIE CIVIL,10.00,,
E25,UNIV EL OUED,A08TCL01,GENIE DES PROCEDES,11.87,,
E25,UNIV EL OUED,A16TCL01,ELECTROTECHNIQUE,10.82,,
E25,UNIV EL OUED,A19TCL01,GENIE MECANIQUE,10.12,,
E25,UNIV EL OUED,B00LAL01,SCIENCES DE LA MATIERE,10.31,,
E25,UNIV EL OUED,C01LAL01,INFORMATIQUE,12.13,12.74,
E25,UNIV EL OUED,C02LAL01,MATHEMATIQUES,10.00,10.00,
E25,UNIV EL OUED,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,10.88,11.71,
E25,UNIV EL OUED,D03TCL01,SCIENCES AGRONOMIQUES,10.01,10.03,
E25,UNIV EL OUED,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.00,10.09,11.37
E25,UNIV EL OUED,G01LAL02,SCIENCES POLITIQUES,10.04,10.07,--
E25,UNIV EL OUED,G02LAL01,DROIT,10.00,10.00,10.02
E25,UNIV EL OUED,H03IAL16,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, ANGLAIS)",13.23,13.16,
E25,UNIV EL OUED,H06LAL01,LANGUE ANGLAISE,11.96,12.82,13.64
E25,UNIV EL OUED,I17LAL02,SCIENCES HUMAINES,10.02,10.01,
E25,UNIV EL OUED,I19LAL02,SCIENCES SOCIALES,10.00,10.00,
E25,UNIV EL OUED,I20LAL01,SCIENCES ISLAMIQUES,10.02,10.00,
E25,UNIV EL OUED,L00LAL02,LANGUE ET LITTERATURE ARABES,10.25,11.01,
E25,UNIV EL OUED,P04VAL01,SCIENCES VETERINAIRES,12.00,12.50,
W91,ECOLE NATIONALE SUPERIEURE DES FORETS KHENCHELA,D00CAN09,FB SNV ECOLE NATIONALE SUPERIEURE DES FORETS DE KHENCHELA,13.57,14.29,
E24,UNIV KHENCHELA,A00LAL01,SCIENCES ET TECHNOLOGIES,10.00,,
E24,UNIV KHENCHELA,A05TCL01,GENIE CIVIL,10.90,,
E24,UNIV KHENCHELA,A08TCL01,GENIE DES PROCEDES,10.21,,
E24,UNIV KHENCHELA,A16TCL01,ELECTROTECHNIQUE,12.74,,
E24,UNIV KHENCHELA,A19TCL01,GENIE MECANIQUE,10.82,,
E24,UNIV KHENCHELA,B00LAL01,SCIENCES DE LA MATIERE,10.02,,
E24,UNIV KHENCHELA,C01LAL01,INFORMATIQUE,11.10,11.58,
E24,UNIV KHENCHELA,C02LAL01,MATHEMATIQUES,10.56,10.02,
E24,UNIV KHENCHELA,CI1LPN01,MATHEMATIQUES ET INFORMATIQUE APPLIQUEES AUX SCIENCES HUMAINES ET SOCIALES,10.05,10.00,
E24,UNIV KHENCHELA,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,10.00,--,
E24,UNIV KHENCHELA,D03TCL01,SCIENCES AGRONOMIQUES,10.42,13.44,
E24,UNIV KHENCHELA,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.00,10.00,10.00
E24,UNIV KHENCHELA,G01LAL01,SCIENCES POLITIQUES,10.00,10.10,--
E24,UNIV KHENCHELA,G02LAL01,DROIT,10.00,10.00,10.12
E24,UNIV KHENCHELA,H01LAL01,LANGUE FRANCAISE,11.09,11.22,11.00
E24,UNIV KHENCHELA,H06LAL01,LANGUE ANGLAISE,11.41,12.27,13.01
E24,UNIV KHENCHELA,I04LAL01,HISTOIRE ET BIG DATA,10.11,,
E24,UNIV KHENCHELA,I17LAL01,SCIENCES HUMAINES,10.00,10.03,
E24,UNIV KHENCHELA,I19LAL01,SCIENCES SOCIALES,10.00,10.07,
E24,UNIV KHENCHELA,L00LAL01,LANGUE ET LITTERATURE ARABES,10.02,10.12,
E26,UNIV SOUK AHRAS,A00LAL01,SCIENCES ET TECHNOLOGIES,10.00,,
E26,UNIV SOUK AHRAS,A05TCL01,GENIE CIVIL,10.05,,
E26,UNIV SOUK AHRAS,A08TCL01,GENIE DES PROCEDES,10.25,,
E26,UNIV SOUK AHRAS,A16TCL01,ELECTROTECHNIQUE,10.57,,
E26,UNIV SOUK AHRAS,A19TCL01,GENIE MECANIQUE,10.80,,
E26,UNIV SOUK AHRAS,B00LAL01,SCIENCES DE LA MATIERE,10.00,,
E26,UNIV SOUK AHRAS,C01LAL01,INFORMATIQUE,10.78,11.30,
E26,UNIV SOUK AHRAS,C02LAL01,MATHEMATIQUES,10.34,10.06,
E26,UNIV SOUK AHRAS,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,10.01,13.35,
E26,UNIV SOUK AHRAS,D03TCL01,SCIENCES AGRONOMIQUES,10.29,12.05,
E26,UNIV SOUK AHRAS,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.00,10.00,10.11
E26,UNIV SOUK AHRAS,G02LAL01,DROIT,10.00,10.00,10.29
E26,UNIV SOUK AHRAS,H01LAL01,LANGUE FRANCAISE,11.09,11.39,11.01
E26,UNIV SOUK AHRAS,H06LAL01,LANGUE ANGLAISE,11.43,12.20,13.03
E26,UNIV SOUK AHRAS,I03LAL01,INFORMATION ET COMMUNICATION DE LA SANTE,10.00,,
E26,UNIV SOUK AHRAS,I04LAL01,HISTOIRE ET BIG DATA,10.00,,
E26,UNIV SOUK AHRAS,I10LAL01,SOCIOLOGIE DE LOISIR ET DU VOYAGE,10.02,,
E26,UNIV SOUK AHRAS,I17LAL01,SCIENCES HUMAINES,10.00,--,
E26,UNIV SOUK AHRAS,I19LAL01,SCIENCES SOCIALES,10.00,10.00,
E26,UNIV SOUK AHRAS,J00LAL01,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,10.46,,
E26,UNIV SOUK AHRAS,L00LAL01,LANGUE ET LITTERATURE ARABES,10.00,10.34,
E26,UNIV SOUK AHRAS,P04VAL01,SCIENCES VETERINAIRES,12.03,12.53,
C38,C. UNIV. TIPAZA,A00LAL04,SCIENCES ET TECHNOLOGIES,10.77,,
C38,C. UNIV. TIPAZA,A05TCL01,GENIE CIVIL,11.83,,
C38,C. UNIV. TIPAZA,A08TCL01,GENIE DES PROCEDES,10.00,,
C38,C. UNIV. TIPAZA,C02LAL03,MATHEMATIQUES,10.25,10.17,
C38,C. UNIV. TIPAZA,D00LAL03,SCIENCES DE LA NATURE ET DE LA VIE,11.90,13.96,
C38,C. UNIV. TIPAZA,D03TCL01,SCIENCES AGRONOMIQUES,10.00,10.00,
C38,C. UNIV. TIPAZA,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.00,11.09,12.25
C38,C. UNIV. TIPAZA,FC1LPN03,INTELLIGENCE ARTIFICIELLE EN ECONOMIE APPLIQUEE,14.74,15.49,
C38,C. UNIV. TIPAZA,FF1LAN01,BUSINESS COMPUTING (INFORMATIQUE DES AFFAIRES),14.43,15.15,
C38,C. UNIV. TIPAZA,G02LAL01,DROIT,10.00,10.00,10.15
C38,C. UNIV. TIPAZA,I17LAL01,SCIENCES HUMAINES,10.00,10.00,
C38,C. UNIV. TIPAZA,I19LAL01,SCIENCES SOCIALES,10.00,10.32,
C38,C. UNIV. TIPAZA,L00LAL02,LANGUE ET LITTERATURE ARABES,10.01,10.64,
C04,ECOLE DES HAUTES ETUDES COMMERCIALES KOLEA,F00CAN06,FB SECSG ECOLE DES HAUTES ETUDES COMMERCIALES KOLEA,15.78,,
D04,ECOLE NATIONALE SUPERIEURE DE CONSERVATION ET DE RESTAURATION DES BIENS CULTURELS,N00TUT01,CONSERVATION ET RESTAURATION DES BIENS CULTURELS,13.23,,
C45,ECOLE NATIONALE SUPERIEURE EN STATISTIQUE ET EN ECONOMIE APPLIQUEE DE KOLEA,F00CAN07,FB SECSG ECOLE NATIONALE SUPERIEURE EN STATISTIQUE ET EN ECONOMIE APPLIQUEE KOLEA,15.41,,
C03,ECOLE SUPERIEURE DE COMMERCE KOLEA,F00CAN05,FB SECSG ECOLE SUPERIEURE DE COMMERCE KOLEA,16.02,,
W83,ECOLE SUPERIEURE DE GESTION ET DE L ECONOMIE NUMERIQUE – KOLEA,F00CAN08,FB SECSG ECOLE SUPERIEURE DE GESTION ET DE L ECONOMIE NUMERIQUE KOLEA,15.51,,
E28,C. UNIV MILA,A00LAL02,SCIENCES ET TECHNOLOGIES,10.00,,
E28,C. UNIV MILA,A05TCL01,GENIE CIVIL,10.43,,
E28,C. UNIV MILA,A08TCL01,GENIE DES PROCEDES,10.08,,
E28,C. UNIV MILA,A19TCL01,GENIE MECANIQUE,10.80,,
E28,C. UNIV MILA,C01LAL01,INFORMATIQUE,11.77,12.35,
E28,C. UNIV MILA,C02LAL01,MATHEMATIQUES,10.45,10.00,
E28,C. UNIV MILA,D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,10.82,14.36,
E28,C. UNIV MILA,E03LAL01,GEOLOGIE,10.00,--,
E28,C. UNIV MILA,F00LAL04,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.00,10.27,11.77
E28,C. UNIV MILA,G02LAL02,DROIT,10.00,10.00,10.40
E28,C. UNIV MILA,H01LAL01,LANGUE FRANCAISE,11.03,11.64,11.35
E28,C. UNIV MILA,H06LAL01,LANGUE ANGLAISE,12.52,13.50,14.28
E28,C. UNIV MILA,L00LAL01,LANGUE ET LITTERATURE ARABES,10.16,10.90,
C30,UNIV. KHEMIS MILIANA,A00LAL03,SCIENCES ET TECHNOLOGIES,10.63,,
C30,UNIV. KHEMIS MILIANA,A05TCL01,GENIE CIVIL,11.23,,
C30,UNIV. KHEMIS MILIANA,A08TCL01,GENIE DES PROCEDES,10.18,,
C30,UNIV. KHEMIS MILIANA,A16TCL01,ELECTROTECHNIQUE,10.10,,
C30,UNIV. KHEMIS MILIANA,A19TCL01,GENIE MECANIQUE,10.30,,
C30,UNIV. KHEMIS MILIANA,B00LAL02,SCIENCES DE LA MATIERE,10.00,,
C30,UNIV. KHEMIS MILIANA,C01LAL02,INFORMATIQUE,13.34,14.00,
C30,UNIV. KHEMIS MILIANA,C02LAL02,MATHEMATIQUES,10.56,10.03,
C30,UNIV. KHEMIS MILIANA,D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,11.17,12.37,
C30,UNIV. KHEMIS MILIANA,D03TCL01,SCIENCES AGRONOMIQUES,10.00,10.04,
C30,UNIV. KHEMIS MILIANA,E03LAL01,GEOLOGIE,10.07,10.12,
C30,UNIV. KHEMIS MILIANA,F00LAL04,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.56,11.72,13.00
C30,UNIV. KHEMIS MILIANA,G02LAL03,DROIT,10.10,10.78,11.77
C30,UNIV. KHEMIS MILIANA,H01LAL02,LANGUE FRANCAISE,11.11,11.91,12.63
C30,UNIV. KHEMIS MILIANA,H03IAL13,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, ANGLAIS)",13.03,13.56,
C30,UNIV. KHEMIS MILIANA,H06LAL01,LANGUE ANGLAISE,12.21,13.09,13.93
C30,UNIV. KHEMIS MILIANA,I17LAL03,SCIENCES HUMAINES,10.00,10.00,
C30,UNIV. KHEMIS MILIANA,I19LAL02,SCIENCES SOCIALES,10.04,10.76,
C30,UNIV. KHEMIS MILIANA,J00LAL02,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,10.49,,
C30,UNIV. KHEMIS MILIANA,L00LAL03,LANGUE ET LITTERATURE ARABES,10.35,11.16,
U25,C. UNIV. NAAMA,A00LAL01,SCIENCES ET TECHNOLOGIES,10.00,,
U25,C. UNIV. NAAMA,A05TCL01,GENIE CIVIL,10.07,,
U25,C. UNIV. NAAMA,A16TCL01,ELECTROTECHNIQUE,10.62,,
U25,C. UNIV. NAAMA,A19TCL01,GENIE MECANIQUE,11.51,,
U25,C. UNIV. NAAMA,B00LAL03,SCIENCES DE LA MATIERE,10.00,,
U25,C. UNIV. NAAMA,C01LAL01,INFORMATIQUE,10.93,11.31,
U25,C. UNIV. NAAMA,C02LAL01,MATHEMATIQUES,10.53,10.58,
U25,C. UNIV. NAAMA,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,10.01,12.29,
U25,C. UNIV. NAAMA,D03TCL01,SCIENCES AGRONOMIQUES,10.51,10.39,
U25,C. UNIV. NAAMA,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.00,10.00,10.04
U25,C. UNIV. NAAMA,G02LAL01,DROIT,10.00,10.01,10.00
U25,C. UNIV. NAAMA,H01LAL01,LANGUE FRANCAISE,11.03,11.02,11.41
U25,C. UNIV. NAAMA,H03IAL25,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, ANGLAIS)",13.00,--,
U25,C. UNIV. NAAMA,H06LAL01,LANGUE ANGLAISE,11.00,11.17,11.03
U25,C. UNIV. NAAMA,I17LAL02,SCIENCES HUMAINES,10.00,10.05,
U25,C. UNIV. NAAMA,I19LAL03,SCIENCES SOCIALES,10.00,11.49,
U25,C. UNIV. NAAMA,I20LAL02,SCIENCES ISLAMIQUES,10.54,11.25,
U25,C. UNIV. NAAMA,L00LAL01,LANGUE ET LITTERATURE ARABES,10.00,10.23,
U22,UNIV. AIN TEMOUCHENT,A00LAL02,SCIENCES ET TECHNOLOGIES,10.00,,
U22,UNIV. AIN TEMOUCHENT,A05TCL01,GENIE CIVIL,10.55,,
U22,UNIV. AIN TEMOUCHENT,A08TCL01,GENIE DES PROCEDES,10.09,,
U22,UNIV. AIN TEMOUCHENT,A16TCL01,ELECTROTECHNIQUE,10.42,,
U22,UNIV. AIN TEMOUCHENT,A19TCL01,GENIE MECANIQUE,10.24,,
U22,UNIV. AIN TEMOUCHENT,B00LAL01,SCIENCES DE LA MATIERE,10.13,,
U22,UNIV. AIN TEMOUCHENT,C01LAL02,INFORMATIQUE,11.34,11.79,
U22,UNIV. AIN TEMOUCHENT,C02LAL02,MATHEMATIQUES,12.11,10.50,
U22,UNIV. AIN TEMOUCHENT,D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,10.00,10.85,
U22,UNIV. AIN TEMOUCHENT,D03TCL01,SCIENCES AGRONOMIQUES,10.19,11.01,
U22,UNIV. AIN TEMOUCHENT,F00LAL03,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.20,11.44,12.78
U22,UNIV. AIN TEMOUCHENT,G02LAL02,DROIT,10.00,10.00,10.00
U22,UNIV. AIN TEMOUCHENT,H01LAL03,LANGUE FRANCAISE,11.01,11.02,11.22
U22,UNIV. AIN TEMOUCHENT,H02LAL01,LANGUE ESPAGNOLE,12.29,--,--
U22,UNIV. AIN TEMOUCHENT,H06LAL02,LANGUE ANGLAISE,11.69,12.58,13.41
U22,UNIV. AIN TEMOUCHENT,I17LAL02,SCIENCES HUMAINES,10.01,10.07,
U22,UNIV. AIN TEMOUCHENT,I19LAL02,SCIENCES SOCIALES,10.00,10.00,
U22,UNIV. AIN TEMOUCHENT,L00LAL03,LANGUE ET LITTERATURE ARABES,10.05,10.76,
C32,UNIV. GHARDAIA,A00LAL01,SCIENCES ET TECHNOLOGIES,10.00,,
C32,UNIV. GHARDAIA,A05TCL01,GENIE CIVIL,10.05,,
C32,UNIV. GHARDAIA,A08TCL01,GENIE DES PROCEDES,10.60,,
C32,UNIV. GHARDAIA,A09FPN03,ENERGIES RENOUVELABLES (FORMATIONS PROFESSIONNALISANTES),11.54,,
C32,UNIV. GHARDAIA,A16TCL01,ELECTROTECHNIQUE,10.45,,
C32,UNIV. GHARDAIA,A19TCL01,GENIE MECANIQUE,10.63,,
C32,UNIV. GHARDAIA,B00LAL03,SCIENCES DE LA MATIERE,10.08,,
C32,UNIV. GHARDAIA,C01LAL03,INFORMATIQUE,10.00,10.00,
C32,UNIV. GHARDAIA,C02LAL03,MATHEMATIQUES,10.36,10.23,
C32,UNIV. GHARDAIA,D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,10.03,10.45,
C32,UNIV. GHARDAIA,D03TCL01,SCIENCES AGRONOMIQUES,10.15,10.89,
C32,UNIV. GHARDAIA,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.00,10.00,10.00
C32,UNIV. GHARDAIA,G02LAL03,DROIT,10.00,10.00,10.21
C32,UNIV. GHARDAIA,H01LAL02,LANGUE FRANCAISE,11.19,11.51,11.17
C32,UNIV. GHARDAIA,H06LAL01,LANGUE ANGLAISE,11.00,11.15,11.00
C32,UNIV. GHARDAIA,I17LAL02,SCIENCES HUMAINES,10.00,10.05,
C32,UNIV. GHARDAIA,I19LAL02,SCIENCES SOCIALES,10.00,10.00,
C32,UNIV. GHARDAIA,I20LAL02,SCIENCES ISLAMIQUES,10.05,10.18,
C32,UNIV. GHARDAIA,L00LAL02,LANGUE ET LITTERATURE ARABES,10.00,10.05,
U23,UNIV. RELIZANE,A00LAL05,SCIENCES ET TECHNOLOGIES,10.98,,
U23,UNIV. RELIZANE,A05TCL01,GENIE CIVIL,12.43,,
U23,UNIV. RELIZANE,A08FPN01,GENIE DES PROCEDES (FORMATIONS PROFESSIONNALISANTES),11.27,,
U23,UNIV. RELIZANE,A08TCL01,GENIE DES PROCEDES,11.15,,
U23,UNIV. RELIZANE,A16TCL01,ELECTROTECHNIQUE,10.33,,
U23,UNIV. RELIZANE,A19TCL01,GENIE MECANIQUE,11.09,,
U23,UNIV. RELIZANE,B00LAL01,SCIENCES DE LA MATIERE,10.04,,
U23,UNIV. RELIZANE,C01LAL01,INFORMATIQUE,12.07,12.51,
U23,UNIV. RELIZANE,C02LAL01,MATHEMATIQUES,10.75,10.31,
U23,UNIV. RELIZANE,D00LAL03,SCIENCES DE LA NATURE ET DE LA VIE,10.93,12.82,
U23,UNIV. RELIZANE,D03TCL01,SCIENCES AGRONOMIQUES,10.00,10.29,
U23,UNIV. RELIZANE,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.45,11.57,12.89
