Code Etb,Etablissement,Code Fil,Filiere,Min1,Min2,Min3
C99,RECRUTEMENT NATIONAL,P01MAL01,MEDECINE,16.65,17.15,
C99,RECRUTEMENT NATIONAL,P02MAL01,PHARMACIE,16.26,16.76,
C99,RECRUTEMENT NATIONAL,P03MAL01,MEDECINE DENTAIRE,16.99,17.50,
P73,ECOLE NATIONALE SUPERIEURE D AGRICULTURE SAHARIENNE D ADRAR,D00CAN12,FB SP ECOLE NATIONALE SUPERIEURE D AGRICULTURE SAHARIENNE D ADRAR,12.29,12.91,
U12,UNIV. ADRAR,A00LAL01,SCIENCES ET TECHNOLOGIES,10.00,,
U12,UNIV. ADRAR,A05TCL01,GENIE CIVIL,10.11,,
U12,UNIV. ADRAR,A08TCL01,GENIE DES PROCEDES,10.95,,
U12,UNIV. ADRAR,A16TCL01,ELECTROTECHNIQUE,10.03,,
U12,UNIV. ADRAR,A19TCL01,GENIE MECANIQUE,10.18,,
U12,UNIV. ADRAR,B00LAL01,SCIENCES DE LA MATIERE,10.01,,
U12,UNIV. ADRAR,C01LAL01,INFORMATIQUE,10.45,10.11,
U12,UNIV. ADRAR,C02LAL01,MATHEMATIQUES,10.02,10.00,
U12,UNIV. ADRAR,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,11.24,12.12,
U12,UNIV. ADRAR,D03TCL01,SCIENCES AGRONOMIQUES,10.01,10.09,
U12,UNIV. ADRAR,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.47,11.62,--
U12,UNIV. ADRAR,G01LAL02,SCIENCES POLITIQUES,10.00,10.00,11.86
U12,UNIV. ADRAR,G02LAL01,DROIT,10.00,10.02,13.18
U12,UNIV. ADRAR,H01LAL01,LANGUE FRANCAISE,11.03,11.97,12.82
U12,UNIV. ADRAR,H06LAL01,LANGUE ANGLAISE,11.02,11.03,11.05
U12,UNIV. ADRAR,I17LAL02,SCIENCES HUMAINES,10.00,10.73,
U12,UNIV. ADRAR,I19LAL01,SCIENCES SOCIALES,10.33,11.11,
U12,UNIV. ADRAR,I20LAL01,SCIENCES ISLAMIQUES,10.31,11.04,
U12,UNIV. ADRAR,L00LAL01,LANGUE ET LITTERATURE ARABES,10.00,10.00,
U12,UNIV. ADRAR,N05IAL02,ARCHITECTURE,11.00,,
C16,UNIV. CHLEF,A00LAL04,SCIENCES ET TECHNOLOGIES,10.95,,
C16,UNIV. CHLEF,A00TCL03,SCIENCES ET TECHNOLOGIES,11.00,,
C16,UNIV. CHLEF,A05TCL01,GENIE CIVIL,10.82,,
C16,UNIV. CHLEF,A08TCL01,GENIE DES PROCEDES,10.21,,
C16,UNIV. CHLEF,A16TCL01,ELECTROTECHNIQUE,11.39,,
C16,UNIV. CHLEF,A19TCL01,GENIE MECANIQUE,10.13,,
C16,UNIV. CHLEF,B00LAL03,SCIENCES DE LA MATIERE,10.30,,
C16,UNIV. CHLEF,C01LAL03,INFORMATIQUE,13.67,14.33,
C16,UNIV. CHLEF,C02LAL03,MATHEMATIQUES,10.26,10.90,
C16,UNIV. CHLEF,D00LAL03,SCIENCES DE LA NATURE ET DE LA VIE,10.98,11.75,
C16,UNIV. CHLEF,D03TCL01,SCIENCES AGRONOMIQUES,10.56,12.36,
C16,UNIV. CHLEF,E01LAL01,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,10.02,10.20,
C16,UNIV. CHLEF,E03LAL02,GEOLOGIE,10.02,10.00,
C16,UNIV. CHLEF,F00LAL03,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.37,11.52,13.11
C16,UNIV. CHLEF,G01LAL03,SCIENCES POLITIQUES,10.00,10.00,10.04
C16,UNIV. CHLEF,G02LAL01,DROIT,10.00,10.00,10.00
C16,UNIV. CHLEF,H01LAL03,LANGUE FRANCAISE,11.07,11.92,12.62
C16,UNIV. CHLEF,H03IAL24,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, ANGLAIS)",13.02,13.43,
C16,UNIV. CHLEF,H06LAL01,LANGUE ANGLAISE,12.40,13.21,14.14
C16,UNIV. CHLEF,I17LAL02,SCIENCES HUMAINES,10.00,10.00,
C16,UNIV. CHLEF,I19LAL03,SCIENCES SOCIALES,10.00,10.00,
C16,UNIV. CHLEF,J00LAL01,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,10.64,,
C16,UNIV. CHLEF,L00LAL02,LANGUE ET LITTERATURE ARABES,10.00,10.00,
C16,UNIV. CHLEF,N01LAL01,GESTION DES TECHNIQUES URBAINES,10.12,,
C16,UNIV. CHLEF,N05IAL02,ARCHITECTURE,12.96,,
C43,C. UNIV. AFLOU,C01LAL02,INFORMATIQUE,10.60,10.02,
C43,C. UNIV. AFLOU,D00LAL04,SCIENCES DE LA NATURE ET DE LA VIE,10.00,10.38,
C43,C. UNIV. AFLOU,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.00,10.03,10.46
C43,C. UNIV. AFLOU,F03LPL02,MANAGEMENT ELECTRONIQUE DES AFFAIRES,10.59,,
C43,C. UNIV. AFLOU,G02LAL02,DROIT,10.00,10.30,--
C43,C. UNIV. AFLOU,H01LAL02,LANGUE FRANCAISE,11.77,11.41,11.60
C43,C. UNIV. AFLOU,H06LAL03,LANGUE ANGLAISE,11.09,11.17,11.03
C43,C. UNIV. AFLOU,I04LAL01,HISTOIRE ET BIG DATA,10.18,,
C43,C. UNIV. AFLOU,I17LAL02,SCIENCES HUMAINES,10.00,10.01,
C43,C. UNIV. AFLOU,I19LAL02,SCIENCES SOCIALES,10.00,10.24,
C43,C. UNIV. AFLOU,L00LAL01,LANGUE ET LITTERATURE ARABES,10.00,10.15,
C18,UNIV. LAGHOUAT,A00LAL01,SCIENCES ET TECHNOLOGIES,10.00,,
C18,UNIV. LAGHOUAT,A00TCL02,SCIENCES ET TECHNOLOGIES,11.04,,
C18,UNIV. LAGHOUAT,A05IAN01,GENIE CIVIL (CONSTRUCTIONS CIVILS ET ENVIRONNEMENT),11.02,,
C18,UNIV. LAGHOUAT,A05IAN02,GENIE CIVIL (VOIRIE ET RESEAUX DIVERS),11.01,,
C18,UNIV. LAGHOUAT,A05TCL01,GENIE CIVIL,10.18,,
C18,UNIV. LAGHOUAT,A08TCL01,GENIE DES PROCEDES,10.05,,
C18,UNIV. LAGHOUAT,A09IAN04,ELECTROTECHNIQUE,12.04,,
C18,UNIV. LAGHOUAT,A15IAN01,TRAVAUX PUBLICS,11.03,,
C18,UNIV. LAGHOUAT,A16TCL01,ELECTROTECHNIQUE,10.59,,
C18,UNIV. LAGHOUAT,A19TCL01,GENIE MECANIQUE,10.32,,
C18,UNIV. LAGHOUAT,B00LAL01,SCIENCES DE LA MATIERE,10.16,,
C18,UNIV. LAGHOUAT,B01IPN01,CHIMIE,11.18,,
C18,UNIV. LAGHOUAT,B02IPN01,PHYSIQUE,10.57,,
C18,UNIV. LAGHOUAT,C01LAL03,INFORMATIQUE,10.88,10.04,
C18,UNIV. LAGHOUAT,C01TCL02,INFORMATIQUE,13.19,13.83,
C18,UNIV. LAGHOUAT,C02LAL03,MATHEMATIQUES,10.88,10.03,
C18,UNIV. LAGHOUAT,CF0LAN01,MATHEMATIQUES APPLIQUEES + SCIENCES ECONOMIQUES,10.33,10.34,
C18,UNIV. LAGHOUAT,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,10.01,--,
C18,UNIV. LAGHOUAT,D03TCL01,SCIENCES AGRONOMIQUES,10.00,--,
C18,UNIV. LAGHOUAT,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.00,10.00,10.00
C18,UNIV. LAGHOUAT,F01LPL01,MANAGEMENT DES SYSTEMES D INFORMATIONS DE SANTE,12.00,,
C18,UNIV. LAGHOUAT,F03LPL01,COMMUNICATION MARKETING ET GESTION DE LA RELATION CLIENT,10.02,,
C18,UNIV. LAGHOUAT,F04EAN01,SCIENCES ECONOMIQUES (A DISTANCE),10.44,11.62,12.83
C18,UNIV. LAGHOUAT,F04LAL01,TRADING ET LES MARCHES FINANCIERS,10.00,,
C18,UNIV. LAGHOUAT,G01LAL01,SCIENCES POLITIQUES,10.00,12.43,11.30
C18,UNIV. LAGHOUAT,G02LAL03,DROIT,10.00,10.00,13.55
C18,UNIV. LAGHOUAT,GG0LAN02,DROIT + SCIENCES POLITIQUES,12.07,12.36,--
C18,UNIV. LAGHOUAT,H01LAL01,LANGUE FRANCAISE,11.16,11.01,11.14
C18,UNIV. LAGHOUAT,H02LAL01,LANGUE ESPAGNOLE,11.97,--,14.51
C18,UNIV. LAGHOUAT,H03IAL23,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, ANGLAIS)",13.00,13.13,
C18,UNIV. LAGHOUAT,H06LAL01,LANGUE ANGLAISE,11.24,11.94,12.77
C18,UNIV. LAGHOUAT,I03LAL01,INFORMATION ET COMMUNICATION DE LA SANTE,10.17,,
C18,UNIV. LAGHOUAT,I10LAL01,SOCIOLOGIE DE LOISIR ET DU VOYAGE,10.00,,
C18,UNIV. LAGHOUAT,I17LAL01,SCIENCES HUMAINES,10.00,10.64,
C18,UNIV. LAGHOUAT,I19LAL01,SCIENCES SOCIALES,10.00,10.01,
C18,UNIV. LAGHOUAT,I20LAL02,SCIENCES ISLAMIQUES,10.00,10.00,
C18,UNIV. LAGHOUAT,IC0LAN01,INFORMATIQUE + SCIENCES DE L INFORMATION ET DE LA COMMUNICATION,13.36,13.01,
C18,UNIV. LAGHOUAT,IJ0LAN02,ENTRAINEMENT SPORTIF + SCIENCES SOCIALES (PSYCHOLOGIE),11.01,11.01,
C18,UNIV. LAGHOUAT,J00LAL01,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,10.00,,
C18,UNIV. LAGHOUAT,L00LAL02,LANGUE ET LITTERATURE ARABES,10.00,10.32,
C18,UNIV. LAGHOUAT,N01IAN01,GESTION DES TECHNIQUES URBAINES,10.00,,
C18,UNIV. LAGHOUAT,N01LAL01,GESTION DES TECHNIQUES URBAINES,10.00,,
C18,UNIV. LAGHOUAT,N02IAN01,METIERS DE LA VILLE,10.00,,
C18,UNIV. LAGHOUAT,N05IAL01,ARCHITECTURE,11.00,,
C18,UNIV. LAGHOUAT,NA0LAN01,ARCHITECTURE + GENIE CIVIL,13.68,,
C18,UNIV. LAGHOUAT,P04VAL01,SCIENCES VETERINAIRES,12.00,12.62,
E09,UNIV. OUM EL BOUAGHI,A00LAL01,SCIENCES ET TECHNOLOGIES,10.00,,
E09,UNIV. OUM EL BOUAGHI,A05TCL01,GENIE CIVIL,10.47,,
E09,UNIV. OUM EL BOUAGHI,A08TCL01,GENIE DES PROCEDES,10.50,,
E09,UNIV. OUM EL BOUAGHI,A16TCL01,ELECTROTECHNIQUE,10.39,,
E09,UNIV. OUM EL BOUAGHI,A19TCL01,GENIE MECANIQUE,10.05,,
E09,UNIV. OUM EL BOUAGHI,B00LAL01,SCIENCES DE LA MATIERE,10.00,,
E09,UNIV. OUM EL BOUAGHI,C01LAL01,INFORMATIQUE,10.87,11.45,
E09,UNIV. OUM EL BOUAGHI,C02LAL01,MATHEMATIQUES,10.03,10.07,
E09,UNIV. OUM EL BOUAGHI,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,10.60,11.82,
E09,UNIV. OUM EL BOUAGHI,D03TCL01,SCIENCES AGRONOMIQUES,10.18,10.06,
E09,UNIV. OUM EL BOUAGHI,E01FPN01,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE (FORMATIONS PROFESSIONNALISANTES),10.02,10.05,
E09,UNIV. OUM EL BOUAGHI,E01LAL02,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,10.40,10.36,
E09,UNIV. OUM EL BOUAGHI,E03LAL01,GEOLOGIE,10.17,10.32,
E09,UNIV. OUM EL BOUAGHI,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.25,11.36,12.61
E09,UNIV. OUM EL BOUAGHI,F03LPL01,COMMUNICATION MARKETING ET GESTION DE LA RELATION CLIENT,10.04,,
E09,UNIV. OUM EL BOUAGHI,G01LAL02,SCIENCES POLITIQUES,10.00,10.02,10.26
E09,UNIV. OUM EL BOUAGHI,G02LAL01,DROIT,10.00,10.18,10.94
E09,UNIV. OUM EL BOUAGHI,H01LAL01,LANGUE FRANCAISE,11.00,12.68,11.01
E09,UNIV. OUM EL BOUAGHI,H06LAL01,LANGUE ANGLAISE,11.03,11.09,11.90
E09,UNIV. OUM EL BOUAGHI,I17LAL01,SCIENCES HUMAINES,10.00,10.08,
E09,UNIV. OUM EL BOUAGHI,I19LAL01,SCIENCES SOCIALES,10.00,10.00,
E09,UNIV. OUM EL BOUAGHI,J00LAL01,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,10.00,,
E09,UNIV. OUM EL BOUAGHI,K00LAL01,ARTS,--,10.07,
E09,UNIV. OUM EL BOUAGHI,L00LAL03,LANGUE ET LITTERATURE ARABES,10.00,10.00,
E09,UNIV. OUM EL BOUAGHI,N01FPN04,GESTION DES TECHNIQUES URBAINES (FORMATIONS PROFESSIONNALISANTES),10.03,10.03,
E09,UNIV. OUM EL BOUAGHI,N01LAL01,GESTION DES TECHNIQUES URBAINES,10.00,,
E09,UNIV. OUM EL BOUAGHI,N02FPN06,METIERS DE LA VILLE (DESIGN ET ARCHITECTURE INTERIEURE) (FORMATIONS PROFESSIONNALISANTES),11.10,11.80,
E09,UNIV. OUM EL BOUAGHI,N02FPN07,METIERS DE LA VILLE (INFOGRAPHIE EN ARCHITECTURE) (FORMATIONS PROFESSIONNALISANTES),10.00,10.02,
E09,UNIV. OUM EL BOUAGHI,N02FPN09,MANAGEMENT DES PROJETS DE CONSTRUCTION (FORMATIONS PROFESSIONNALISANTES),10.00,,
E09,UNIV. OUM EL BOUAGHI,N04LAL01,URBANISME,10.02,,
E09,UNIV. OUM EL BOUAGHI,N05IAL01,ARCHITECTURE,11.04,,
E50,UNIV. OUM EL BOUAGHI – I.S.T.A,A18TPN03,GENIE INDUSTRIEL (FORMATIONS PROFESSIONNALISANTES),11.19,11.90,
E50,UNIV. OUM EL BOUAGHI – I.S.T.A,A20TPN01,TELECOMMUNICATIONS (FORMATIONS PROFESSIONNALISANTES),12.94,13.59,
E50,UNIV. OUM EL BOUAGHI – I.S.T.A,B02TPN01,PHYSIQUE (FORMATIONS PROFESSIONNALISANTES),10.97,,
E50,UNIV. OUM EL BOUAGHI – I.S.T.A,D07TPN03,SCIENCES ALIMENTAIRES (FORMATIONS PROFESSIONNALISANTES),12.05,12.71,
E50,UNIV. OUM EL BOUAGHI – I.S.T.A,F00TPN02,SCIENCES DE GESTION SCIENCES FINANCIERES ET COMPTABILITE (FORMATIONS PROFESSIONNALISANTES),13.32,14.00,--
E44,C . UNIV BARIKA,A00LAL04,SCIENCES ET TECHNOLOGIES,10.00,,
E44,C . UNIV BARIKA,C01LAL02,INFORMATIQUE,11.16,11.55,
E44,C . UNIV BARIKA,C02LAL02,MATHEMATIQUES,11.42,10.00,
E44,C . UNIV BARIKA,F00LAL03,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.05,10.00,10.00
E44,C . UNIV BARIKA,G02LAL02,DROIT,10.00,10.00,10.00
E44,C . UNIV BARIKA,H01LAL03,LANGUE FRANCAISE,11.08,--,11.01
E44,C . UNIV BARIKA,H06LAL03,LANGUE ANGLAISE,11.00,11.06,11.00
E44,C . UNIV BARIKA,I17LAL02,SCIENCES HUMAINES,10.07,10.00,
E44,C . UNIV BARIKA,I19LAL03,SCIENCES SOCIALES,10.00,10.07,
E44,C . UNIV BARIKA,L00LAL03,LANGUE ET LITTERATURE ARABES,10.00,10.04,
W92,E.N.S DES ENERGIES RENOUVELABLES DE L ENVIRONNEMENT ET DU DEVELOPPEMENT DURABLE BATNA,A00CAN12,FB ST ECOLE NAT SUP DES ENERGIES RENOUVELABLES DE ENVIRONNEMENT ET DU DEVELOPPEMENT DURABLE BATNA,15.64,,
E39,INSTITUT VETERINAIRE UNIV.BATNA 1,P04VAN03,SCIENCES VETERINAIRES,13.12,14.03,
E08,UNIV. BATNA 1,B00LAL01,SCIENCES DE LA MATIERE,10.10,,
E08,UNIV. BATNA 1,D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,10.53,12.04,
E08,UNIV. BATNA 1,D03TCL01,SCIENCES AGRONOMIQUES,10.00,10.00,
E08,UNIV. BATNA 1,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.26,11.39,12.70
E08,UNIV. BATNA 1,G01LAL01,SCIENCES POLITIQUES,10.00,10.00,10.00
E08,UNIV. BATNA 1,G02LAL01,DROIT,10.00,10.65,11.46
E08,UNIV. BATNA 1,I04LAL01,HISTOIRE ET BIG DATA,10.04,,
E08,UNIV. BATNA 1,I10LAL01,SOCIOLOGIE DE LOISIR ET DU VOYAGE,10.00,,
E08,UNIV. BATNA 1,I17LAL01,SCIENCES HUMAINES,10.00,10.00,
E08,UNIV. BATNA 1,I19LAL01,SCIENCES SOCIALES,10.00,10.00,
E08,UNIV. BATNA 1,I20LAL01,SCIENCES ISLAMIQUES,10.43,11.16,
E08,UNIV. BATNA 1,L00LAL01,LANGUE ET LITTERATURE ARABES,10.00,10.00,
E08,UNIV. BATNA 1,M00LAL01,LANGUE ET CULTURE AMAZIGHES,10.00,10.00,
E08,UNIV. BATNA 1,N01LAL01,GESTION DES TECHNIQUES URBAINES,10.00,,
E08,UNIV. BATNA 1,N02FPN01,MANAGEMENT DES PROJETS DE CONSTRUCTION (FORMATIONS PROFESSIONNALISANTES),10.97,,
E08,UNIV. BATNA 1,N05IAL01,ARCHITECTURE,12.00,,
E45,UNIV. BATNA 2,A00LAL01,SCIENCES ET TECHNOLOGIES,10.73,,
E45,UNIV. BATNA 2,A00TCL01,SCIENCES ET TECHNOLOGIES,11.88,,
E45,UNIV. BATNA 2,A05TCL01,GENIE CIVIL,11.63,,
E45,UNIV. BATNA 2,A08TCL01,GENIE DES PROCEDES,10.03,,
E45,UNIV. BATNA 2,A16TCL01,ELECTROTECHNIQUE,10.46,,
E45,UNIV. BATNA 2,A19LAN02,GENIE MECANIQUE (TECHNOLOGIE AUTOMOBILE),12.83,,
E45,UNIV. BATNA 2,A19TCL01,GENIE MECANIQUE,10.08,,
E45,UNIV. BATNA 2,A21FPN01,HYGIENE ET SECURITE INDUSTRIELLE (FORMATIONS PROFESSIONNALISANTES),12.80,,
E45,UNIV. BATNA 2,A21LAN01,HYGIENE ET SECURITE INDUSTRIELLE,13.15,,
E45,UNIV. BATNA 2,C01LAL01,INFORMATIQUE,13.43,14.09,
E45,UNIV. BATNA 2,C01TCL01,INFORMATIQUE,14.21,14.91,
E45,UNIV. BATNA 2,C02LAL01,MATHEMATIQUES,10.24,10.94,
E45,UNIV. BATNA 2,E01LAL02,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,10.00,10.00,
E45,UNIV. BATNA 2,E03LAL01,GEOLOGIE,10.00,10.00,
E45,UNIV. BATNA 2,H01LAL01,LANGUE FRANCAISE,11.01,11.04,11.01
E45,UNIV. BATNA 2,H03IAL05,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, ANGLAIS)",13.16,14.26,
E45,UNIV. BATNA 2,H06LAL01,LANGUE ANGLAISE,12.51,13.45,14.26
E45,UNIV. BATNA 2,J00LAL01,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,10.69,,
E45,UNIV. BATNA 2,PC0LAN02,MEDECINE + INFORMATIQUE,16.81,17.71,
E52,UNIV. BATNA 2 (SCIENCES BIOLOGIQUES),D00LAL03,SCIENCES DE LA NATURE ET DE LA VIE,11.79,12.74,
W93,E.S EN SCIENCES ET TECHNOLOGIES DE L INFORMATIQUE ET DU NUMERIQUE BEJAIA,C00CAN03,FB INF ECOLE SUPERIEURE EN SCIENCES ET TECHNOLOGIES DE L INFORMATIQUE ET DU NUMERIQUE BEJAIA,17.45,17.79,18.15
C19,UNIV. BEJAIA,A00LAL02,SCIENCES ET TECHNOLOGIES,10.57,,
C19,UNIV. BEJAIA,A00TCL02,SCIENCES ET TECHNOLOGIES,13.41,,
C19,UNIV. BEJAIA,A05TCL01,GENIE CIVIL,12.76,,
C19,UNIV. BEJAIA,A08TCL01,GENIE DES PROCEDES,11.00,,
C19,UNIV. BEJAIA,A12LAL01,HYDRAULIQUE,11.29,,
C19,UNIV. BEJAIA,A16TCL01,ELECTROTECHNIQUE,13.02,,
C19,UNIV. BEJAIA,A19TCL01,GENIE MECANIQUE,10.31,,
C19,UNIV. BEJAIA,B00LAL01,SCIENCES DE LA MATIERE,10.00,,
C19,UNIV. BEJAIA,C01LAL01,INFORMATIQUE,14.99,15.73,
C19,UNIV. BEJAIA,C01TCL02,INFORMATIQUE,15.77,16.59,
C19,UNIV. BEJAIA,C02LAL01,MATHEMATIQUES,10.00,10.00,
C19,UNIV. BEJAIA,CF0LAN05,INFORMATIQUE + SCIENCES ECONOMIQUES,14.93,--,
C19,UNIV. BEJAIA,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,10.00,10.04,
C19,UNIV. BEJAIA,D07FPN01,SCIENCES ALIMENTAIRES (FORMATIONS PROFESSIONNALISANTES),10.75,,
C19,UNIV. BEJAIA,D07IAN01,SCIENCES ALIMENTAIRES,12.49,,
C19,UNIV. BEJAIA,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.19,11.30,12.47
C19,UNIV. BEJAIA,G02LAL01,DROIT,10.00,10.00,10.40
C19,UNIV. BEJAIA,GC0LAN02,INFORMATIQUE + DROIT,13.62,14.33,
C19,UNIV. BEJAIA,H01LAL01,LANGUE FRANCAISE,12.92,13.77,14.76
C19,UNIV. BEJAIA,H03IAN11,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, AMAZIGH)",13.00,13.12,
C19,UNIV. BEJAIA,H06LAL01,LANGUE ANGLAISE,13.59,14.93,--
C19,UNIV. BEJAIA,I17LAL01,SCIENCES HUMAINES,10.23,11.80,
C19,UNIV. BEJAIA,I19LAL01,SCIENCES SOCIALES,10.52,11.29,
C19,UNIV. BEJAIA,J00LAL01,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,11.23,,
C19,UNIV. BEJAIA,L00LAL01,LANGUE ET LITTERATURE ARABES,10.00,10.00,
C19,UNIV. BEJAIA,M00LAL01,LANGUE ET CULTURE AMAZIGHES,10.31,11.23,
C19,UNIV. BEJAIA,N05IAL01,ARCHITECTURE,13.93,,
C19,UNIV. BEJAIA,NI0LAN01,ARCHITECTURE + SCIENCES SOCIALES (SOCIOLOGIE),14.03,,
C19,UNIV. BEJAIA,PC0LAN05,MEDECINE + INFORMATIQUE,16.66,17.23,
E13,UNIV. BISKRA,A00LAL03,SCIENCES ET TECHNOLOGIES,10.00,,
E13,UNIV. BISKRA,A00TCL01,SCIENCES ET TECHNOLOGIES,11.00,,
E13,UNIV. BISKRA,A05TCL01,GENIE CIVIL,10.09,,
E13,UNIV. BISKRA,A08TCL01,GENIE DES PROCEDES,10.11,,
E13,UNIV. BISKRA,A12LAL02,HYDRAULIQUE,10.01,,
E13,UNIV. BISKRA,A16LAN01,ELECTROTECHNIQUE (ENERGIES RENOUVELABLES),11.83,,
E13,UNIV. BISKRA,A16TCL01,ELECTROTECHNIQUE,10.00,,
E13,UNIV. BISKRA,A19TCL01,GENIE MECANIQUE,10.39,,
E13,UNIV. BISKRA,B00LAL01,SCIENCES DE LA MATIERE,10.03,,
E13,UNIV. BISKRA,B02FPN01,PHYSIQUE (FORMATIONS PROFESSIONNALISANTES),10.00,,
E13,UNIV. BISKRA,C01LAL01,INFORMATIQUE,10.75,11.23,
E13,UNIV. BISKRA,C01TCL01,INFORMATIQUE,11.19,12.02,
E13,UNIV. BISKRA,C02FPN01,MATHEMATIQUES (FORMATIONS PROFESSIONNALISANTES),10.02,10.01,
E13,UNIV. BISKRA,C02LAL01,MATHEMATIQUES,10.00,10.00,
E13,UNIV. BISKRA,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,10.00,10.72,
E13,UNIV. BISKRA,D03TCL01,SCIENCES AGRONOMIQUES,10.08,11.14,
E13,UNIV. BISKRA,E01LAL01,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,10.21,--,
E13,UNIV. BISKRA,E03LAL03,GEOLOGIE,10.05,10.20,
E13,UNIV. BISKRA,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.00,10.00,10.08
E13,UNIV. BISKRA,G01LAL01,SCIENCES POLITIQUES,10.00,10.02,10.24
E13,UNIV. BISKRA,G02LAL03,DROIT,10.00,10.00,10.09
E13,UNIV. BISKRA,H01LAL01,LANGUE FRANCAISE,11.05,11.11,11.03
E13,UNIV. BISKRA,H06LAL01,LANGUE ANGLAISE,11.28,12.03,12.86
E13,UNIV. BISKRA,I03LAL01,INFORMATION ET COMMUNICATION DE LA SANTE,10.52,,
E13,UNIV. BISKRA,I10LAL01,SOCIOLOGIE DE LOISIR ET DU VOYAGE,10.00,,
E13,UNIV. BISKRA,I17LAL01,SCIENCES HUMAINES,10.00,10.00,
E13,UNIV. BISKRA,I19LAL01,SCIENCES SOCIALES,10.00,10.00,
E13,UNIV. BISKRA,J00LAL01,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES,10.00,,
E13,UNIV. BISKRA,L00LAL02,LANGUE ET LITTERATURE ARABES,10.00,10.00,
E13,UNIV. BISKRA,N01LAL01,GESTION DES TECHNIQUES URBAINES,10.04,,
E13,UNIV. BISKRA,N02FPN03,MANAGEMENT DES PROJETS DE CONSTRUCTION (FORMATIONS PROFESSIONNALISANTES),10.00,,
E13,UNIV. BISKRA,N04LAL01,URBANISME,10.04,,
E13,UNIV. BISKRA,N05IAL01,ARCHITECTURE,11.03,,
E13,UNIV. BISKRA,P04VAL01,SCIENCES VETERINAIRES,12.01,12.89,
U11,UNIV. BECHAR,A00LAL01,SCIENCES ET TECHNOLOGIES,10.00,,
U11,UNIV. BECHAR,A00TCL03,SCIENCES ET TECHNOLOGIES,11.00,,
U11,UNIV. BECHAR,B00LAL01,SCIENCES DE LA MATIERE,10.00,,
U11,UNIV. BECHAR,C01LAL01,INFORMATIQUE,10.98,10.89,
U11,UNIV. BECHAR,C01TCL03,INFORMATIQUE,11.14,12.00,
U11,UNIV. BECHAR,C02LAL01,MATHEMATIQUES,10.67,10.05,
U11,UNIV. BECHAR,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,10.01,10.00,
U11,UNIV. BECHAR,D03TCL01,SCIENCES AGRONOMIQUES,10.00,10.16,
U11,UNIV. BECHAR,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ET COMMERCIALES",10.00,10.40,11.51
U11,UNIV. BECHAR,G01LAL02,SCIENCES POLITIQUES,10.00,10.12,--
U11,UNIV. BECHAR,G02LAL01,DROIT,10.00,10.05,--
U11,UNIV. BECHAR,H01LAL01,LANGUE FRANCAISE,11.27,12.06,12.95
U11,UNIV. BECHAR,H06LAL01,LANGUE ANGLAISE,12.39,13.69,14.37
U11,UNIV. BECHAR,I17LAL01,SCIENCES HUMAINES,10.00,10.01,
U11,UNIV. BECHAR,I19LAL01,SCIENCES SOCIALES,10.00,10.00,
U11,UNIV. BECHAR,L00LAL01,LANGUE ET LITTERATURE ARABES,10.33,11.16,
U11,UNIV. BECHAR,N02FPN08,MANAGEMENT DES PROJETS DE CONSTRUCTION (FORMATIONS PROFESSIONNALISANTES),10.01,,
