Code Etb,Etablissement,Code Fil,Filiere,Min1,Min2,Min3
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers EL MENIAA,--,12.19,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers ADRAR,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers CHLEF,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers LAGHOUAT,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers OUM-EL-BOUAGHI,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BATNA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BEJAIA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BISKRA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BECHAR,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BLIDA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BOUIRA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers TAMANRASSET,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers TEBESSA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers TLEMCEN,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers TIARET,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers TIZI-OUZOU,--,15.40,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers ALGER,14.84,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers DJELFA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers JIJEL,--,15.08,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers SETIF,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers SAIDA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers SKIKDA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers SIDIBEL-ABBES,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers ANNABA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers GUELMA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers CONSTANTINE,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers MEDEA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers MOSTAGANEM,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers MSILA,--,16.12,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers MASCARA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers OUARGLA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers ORAN,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers EL BAYADH,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers ILLIZI,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers B.B.ARRERIDJ,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BOUMERDES,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers ELTARF,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers TINDOUF,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers TISSEMSILT,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers EL OUED,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers KHENCHLA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers SOUK-AHRAS,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers TIPAZA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers MILA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers AIN-DEFLA,--,15.47,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers NAAMA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers AIN-TEMOUCHENT,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers GHARDAIA,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers RELIZANE,--,16.35,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers TIMIMOUN,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BORDJ BADJI MOKHTAR,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers OULED DJELLAL,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BENI ABBES,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers IN SALAH,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers IN GUEZZAM,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers TOUGGOURT,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers DJANET,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers EL MGHAIER,--,--,
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers EL MENIAA,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers BLIDA,14.20,15.38,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers BOUIRA,15.24,16.42,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers TAMANRASSET,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers TIZI-OUZOU,15.37,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers ALGER,14.04,14.76,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers ILLIZI,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers BOUMERDES,14.46,15.33,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers TIPAZA,15.17,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers AIN-DEFLA,14.96,15.83,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers IN SALAH,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers IN GUEZZAM,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers DJANET,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers BLIDA,14.09,14.79,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers BOUIRA,14.96,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers TAMANRASSET,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers TIZI-OUZOU,14.83,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers ALGER,13.83,14.51,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers MEDEA,14.49,15.13,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers ILLIZI,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers BOUMERDES,14.08,14.82,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers TIPAZA,14.48,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers AIN-DEFLA,14.80,15.55,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers IN SALAH,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers IN GUEZZAM,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers DJANET,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers BLIDA,14.80,16.53,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers BOUIRA,15.66,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers TAMANRASSET,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers TIZI-OUZOU,15.76,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers ALGER,14.93,15.67,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers ILLIZI,15.56,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers BOUMERDES,15.04,16.16,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers TIPAZA,15.50,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers AIN-DEFLA,15.30,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers IN SALAH,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers IN GUEZZAM,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers DJANET,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers CHLEF,16.23,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers BLIDA,15.41,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers BOUIRA,15.97,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers TAMANRASSET,14.09,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers TLEMCEN,14.63,15.31,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers TIZI-OUZOU,16.18,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers ALGER,15.18,16.92,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers SAIDA,14.04,14.18,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers SIDIBEL- ABBES,14.77,15.01,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers MOSTAGANEM,15.59,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers MASCARA,15.09,16.52,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers ORAN,14.07,14.84,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers ILLIZI,--,14.07,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers BOUMERDES,15.44,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers TISSEMSILT,16.10,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers TIPAZA,15.67,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers AIN-DEFLA,15.75,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers AIN- TEMOUCHENT,15.32,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers RELIZANE,15.96,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers IN SALAH,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers IN GUEZZAM,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers DJANET,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers BLIDA,14.59,15.57,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers BOUIRA,15.74,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers TAMANRASSET,14.37,13.39,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers TIZI-OUZOU,15.78,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers ALGER,14.43,15.25,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers ILLIZI,13.12,13.24,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers BOUMERDES,14.26,15.00,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers TIPAZA,14.96,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers AIN-DEFLA,15.15,16.12,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers IN SALAH,13.24,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers IN GUEZZAM,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers DJANET,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers BLIDA,15.90,17.86,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers BOUIRA,16.43,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers TAMANRASSET,--,15.05,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers TIZI-OUZOU,16.83,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers ALGER,16.39,17.36,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers ILLIZI,14.90,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers BOUMERDES,16.34,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers TIPAZA,16.69,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers AIN-DEFLA,16.82,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers IN SALAH,--,15.31,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers IN GUEZZAM,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers DJANET,--,14.24,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers CHLEF,15.05,15.94,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers BLIDA,14.48,15.22,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers BOUIRA,15.03,15.91,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers TAMANRASSET,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers TLEMCEN,14.07,14.78,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers TIZI- OUZOU,14.41,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers ALGER,14.33,15.07,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers SAIDA,14.00,14.10,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers SIDIBEL- ABBES,14.03,14.19,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers MEDEA,14.76,15.50,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers MOSTAGANEM,14.76,15.82,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers MASCARA,14.80,15.60,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers ORAN,14.00,14.41,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers BOUMERDES,14.38,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers TISSEMSILT,15.65,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers TIPAZA,14.77,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers AIN-DEFLA,15.11,15.98,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers AIN- TEMOUCHENT,14.02,14.54,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers RELIZANE,15.32,16.12,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers IN SALAH,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers IN GUEZZAM,--,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers CHLEF,15.52,16.27,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers BLIDA,15.04,--,
C26,ECOLE NORMALE SUPERIEURE DE BOUZAREAH (E.N.S),I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers BOUIRA,15.45,--,
